timeseg,chrom,region,ID,Name,fullname,EntrezGene
Timepoint 1 --> 5,3L,3L:12479766-12483188,FBgn0036288,CG10660,,39422
Timepoint 1 --> 5,3L,3L:12501090-12507889,FBgn0002466,sti,sticky,39429
Timepoint 1 --> 5,3L,3L:12530612-12565622,FBgn0036302,sowah,sosondowah,39438
Timepoint 1 --> 5,3L,3L:12621036-12641380,FBgn0052111,CG32111,,317859
Timepoint 1 --> 5,3L,3L:13022064-13029537,FBgn0083978,CG17672,,4379911
Timepoint 1 --> 5,3L,3L:13053622-13054494,FBgn0036343,CG14115,,39487
Timepoint 1 --> 5,3L,3L:13221789-13272742,FBgn0023095,caps,capricious,39493
Timepoint 1 --> 5,3L,3L:13239964-13241802,FBgn0052119,CG32119,,317866
Timepoint 1 --> 5,3L,3L:13771208-13779996,FBgn0085272,CG34243,,5740341
Timepoint 1 --> 5,3L,3L:13833297-13835340,FBgn0036380,CG8757,,39528
Timepoint 1 --> 5,3L,3L:13839154-13853113,FBgn0029167,Hml,Hemolectin,39529
Timepoint 1 --> 5,3L,3L:13853102-13859985,FBgn0036381,CG8745,,39530
Timepoint 1 --> 5,3L,3L:13865829-13895161,FBgn0085429,CG34400,,39533
Timepoint 1 --> 5,3L,3L:13899991-13918348,FBgn0026376,Rgl,Ral guanine nucleotide exchange factor,44115
Timepoint 1 --> 5,3L,3L:13932352-13955749,FBgn0052137,CG32137,,39537
Timepoint 1 --> 5,3L,3L:13958305-13965120,FBgn0036389,ssp2,short spindle 2,39540
Timepoint 1 --> 5,3L,3L:13990293-13991160,FBgn0036395,CG17361,,39548
Timepoint 1 --> 5,3L,3L:14027631-14029832,FBgn0262145,CR42871,,10178937
Timepoint 1 --> 5,3L,3L:14027876-14029851,FBgn0036403,CG6661,,39556
Timepoint 1 --> 5,3L,3L:14105483-14124424,FBgn0042630,Sox21b,Sox21b,39569
Timepoint 1 --> 5,3L,3L:15465297-15467210,FBgn0036496,CG7804,,39665
Timepoint 1 --> 5,3L,3L:15494040-15496869,FBgn0036501,CG7272,,39670
Timepoint 1 --> 5,3L,3L:15510524-15512692,FBgn0004228,mex1,midgut expression 1,39677
Timepoint 1 --> 5,3L,3L:15514811-15517199,FBgn0036505,CG7945,,39679
Timepoint 1 --> 5,3L,3L:15517432-15518323,FBgn0053986,CG33986,,3885638
Timepoint 1 --> 5,3L,3L:15520720-15521296,FBgn0261681,CG42728,,10178859
Timepoint 1 --> 5,3L,3L:15581980-15602142,FBgn0036518,RhoGAP71E,RhoGAP71E,39693
Timepoint 1 --> 5,3L,3L:15606284-15640837,FBgn0259236,comm3,comm3,39696
Timepoint 1 --> 5,3L,3L:16271758-16272309,FBgn0036591,CG13050,,39787
Timepoint 1 --> 5,3L,3L:16298325-16298966,FBgn0036600,CG13043,,39796
Timepoint 1 --> 5,3L,3L:16325019-16325889,FBgn0040074,retinin,retinin,53564
Timepoint 1 --> 5,3L,3L:16332099-16338348,FBgn0036612,CG4998,,39808
Timepoint 1 --> 5,3L,3L:16347845-16352525,FBgn0036616,CG4893,,39813
Timepoint 1 --> 5,3L,3L:16361507-16362620,FBgn0036620,CG4842,,39817
Timepoint 1 --> 5,3L,3L:16366153-16371750,FBgn0036621,roq,roquin,39818
Timepoint 1 --> 5,3L,3L:16372070-16374670,FBgn0036622,CG4753,,39819
Timepoint 1 --> 5,3L,3L:16374871-16379057,FBgn0036623,CG4729,,39820
Timepoint 1 --> 5,3L,3L:16379440-16383924,FBgn0036624,CG4877,,39821
Timepoint 1 --> 5,3L,3L:16415895-16445054,FBgn0261799,dsx-c73A,doublesex cognate 73A,39831
Timepoint 1 --> 5,3L,3L:16412894-16489670,FBgn0053158,CG33158,,39834
Timepoint 1 --> 5,3L,3L:16484938-16536318,FBgn0263131,CG43373,,39838
Timepoint 1 --> 5,3L,3L:16567536-16569971,FBgn0262732,mbf1,multiprotein bridging factor 1,39842
Timepoint 1 --> 5,3L,3L:16698073-16699528,FBgn0036654,CG9692,,39865
Timepoint 1 --> 5,3L,3L:16669506-16704752,FBgn0063485,Lasp,Lasp,39864
Timepoint 1 --> 5,3L,3L:16705226-16717515,FBgn0000414,Dab,Disabled,39866
Timepoint 1 --> 5,3L,3L:16717991-16718414,FBgn0036655,CG13031,,39867
Timepoint 1 --> 5,3L,3L:16719641-16720388,FBgn0043577,PGRP-SB2,PGRP-SB2,39869
Timepoint 1 --> 5,3L,3L:16721596-16723910,FBgn0004556,Dbp73D,Dead box protein 73D,39871
Timepoint 1 --> 5,3L,3L:16759174-16770565,FBgn0004108,Nrt,Neurotactin,39873
Timepoint 1 --> 5,3L,3L:16802758-16822174,FBgn0036665,CG13024,,39880
Timepoint 1 --> 5,3L,3L:16858400-16915587,FBgn0261565,Lmpt,Limpet,2768966
Timepoint 1 --> 5,3L,3L:17360851-17372629,FBgn0036715,Cad74A,Cad74A,39936
Timepoint 1 --> 5,3L,3L:17418588-17419382,FBgn0040793,CG7630,,50266
Timepoint 1 --> 5,3L,3L:17473229-17479330,FBgn0036731,CG6333,,39953
Timepoint 1 --> 5,3L,3L:17553258-17612407,FBgn0000567,Eip74EF,Ecdysone-induced protein 74EF,39962
Timepoint 1 --> 5,3L,3L:17614926-17623589,FBgn0036741,CG7510,,39965
Timepoint 1 --> 5,3L,3L:17626549-17630975,FBgn0036742,CG7497,,39966
Timepoint 1 --> 5,3L,3L:17631218-17638152,FBgn0004401,Pep,Protein on ecdysone puffs,45961
Timepoint 1 --> 5,3L,3L:17640539-17647376,FBgn0052177,CG32177,,326197
Timepoint 1 --> 5,3L,3L:17642664-17647376,FBgn0052179,Krn,Keren,326198
Timepoint 1 --> 5,3L,3L:17647731-17648750,FBgn0036745,CG7484,,39969
Timepoint 1 --> 5,3L,3L:17654728-17661494,FBgn0036746,TORC,TORC,39970
Timepoint 1 --> 5,3L,3L:17664722-17676266,FBgn0085280,CG34251,,5740860
Timepoint 1 --> 5,3L,3L:17683113-17741941,FBgn0052183,Ccn,Ccn,39972
Timepoint 1 --> 5,3L,3L:17712293-17712954,FBgn0261294,CheB74a,Chemosensory protein B 74a,3772073
Timepoint 1 --> 5,3L,3L:17716818-17722344,FBgn0036747,CG6052,,39971
Timepoint 1 --> 5,3L,3L:17741933-17743688,FBgn0036751,Adgf-B,Adenosine deaminase-related growth factor B,39975
Timepoint 1 --> 5,3L,3L:17744818-17757253,FBgn0036752,Adgf-A,Adenosine deaminase-related growth factor A,39976
Timepoint 1 --> 5,3L,3L:17748036-17757241,FBgn0043025,Msi,Male-specific insect derived growth factor,64879
Timepoint 1 --> 5,3L,3L:17752797-17756004,FBgn0052181,CG32181,,317897
Timepoint 1 --> 5,3L,3L:17791160-17795353,FBgn0052190,NUCB1,NUCB1,39978
Timepoint 1 --> 5,3L,3L:17927132-17939214,FBgn0262793,CG43174,,NA
Timepoint 1 --> 5,3L,3L:17944508-18057721,FBgn0000568,Eip75B,Ecdysone-induced protein 75B,39999
Timepoint 1 --> 5,3L,3L:18063390-18066482,FBgn0085281,CG34252,,5740769
Timepoint 1 --> 5,3L,3L:18114032-18115089,FBgn0262100,CG42853,,10178880
Timepoint 1 --> 5,3L,3L:18132504-18138520,FBgn0020300,gk,geko,50263
Timepoint 1 --> 5,3L,3L:18147993-18155615,FBgn0036781,CG13699,,40008
Timepoint 1 --> 5,3L,3L:18160842-18178737,FBgn0003997,W,Wrinkled,40009
Timepoint 1 --> 5,3L,3L:18285225-18287545,FBgn0036784,CG5103,,40012
Timepoint 1 --> 5,3L,3L:18291841-18294360,FBgn0036785,CG13700,,40013
Timepoint 1 --> 5,3L,3L:18593248-18611031,FBgn0036793,CG4174,,40023
Timepoint 1 --> 5,3L,3L:18593248-18611031,FBgn0036799,CG13380,,40029
Timepoint 1 --> 5,3L,3L:18600562-18602612,FBgn0036796,CG18231,,40026
Timepoint 1 --> 5,3L,3L:18737594-18738803,FBgn0036810,CG6885,,40041
Timepoint 1 --> 5,3L,3L:18743707-18794409,FBgn0001078,ftz-f1,ftz transcription factor 1,40045
Timepoint 1 --> 5,3L,3L:18795362-18802512,FBgn0036814,CG14073,,40046
Timepoint 1 --> 5,3L,3L:18915519-18939136,FBgn0052204,CG32204,,317913
Timepoint 1 --> 5,3L,3L:18983114-18991383,FBgn0036837,CG18135,,40073
Timepoint 1 --> 5,3L,3L:18996832-19038431,FBgn0002945,nkd,naked cuticle,44843
Timepoint 1 --> 5,3L,3L:19052869-19055902,FBgn0036842,CG3797,,40079
Timepoint 1 --> 5,3L,3L:19060832-19079522,FBgn0036844,Mkp3,Mitogen-activated protein kinase phosphatase 3,40081
Timepoint 1 --> 5,3L,3L:19135998-19228191,FBgn0016797,fz2,frizzled 2,40090
Timepoint 1 --> 5,3L,3L:19287869-19291935,FBgn0028380,fal,falten,43927
Timepoint 1 --> 5,3L,3L:19459667-19460179,FBgn0036871,CG14096,,40113
Timepoint 1 --> 5,3L,3L:19643902-19656763,FBgn0036899,tey,teyrha-meyrha,40146
Timepoint 1 --> 5,3L,3L:19860588-19864157,FBgn0262518,Rab8,Rab-protein 8,40168
Timepoint 1 --> 5,3L,3L:19866992-19874167,FBgn0036913,CG8334,,40169
Timepoint 1 --> 5,3L,3L:20261959-20288231,FBgn0052227,gogo,golden goal,40225
Timepoint 1 --> 5,3L,3L:20352933-20354673,FBgn0259676,DNApol-alpha60,DNA polymerase alpha 60kD,44915
Timepoint 1 --> 5,3L,3L:20963912-20967800,FBgn0053286,CG33286,,2768984
Timepoint 1 --> 5,3L,3L:21027639-21068544,FBgn0026179,siz,schizo,40327
Timepoint 1 --> 5,3L,3L:21068667-21124259,FBgn0020294,ko,knockout,40330
Timepoint 1 --> 5,3L,3L:21176413-21186228,FBgn0259239,CG42337,,40335
Timepoint 1 --> 5,3L,3L:21196020-21201194,FBgn0037057,CG10512,,40339
Timepoint 1 --> 5,3L,3L:21375624-21417178,FBgn0261258,rgn,regeneration,40368
Timepoint 1 --> 5,3L,3L:21413483-21426267,FBgn0037081,CG6049,,40369
Timepoint 1 --> 5,3L,3L:21494529-21497068,FBgn0037090,Est-Q,Esterase Q,40381
Timepoint 1 --> 5,3L,3L:21490649-21500643,FBgn0053214,CG33214,,40382
Timepoint 1 --> 5,3L,3L:21527760-21529961,FBgn0053289,CG33289,,2768987
Timepoint 1 --> 5,3L,3L:21561159-21562012,FBgn0037102,CG7172,,40395
Timepoint 1 --> 5,3L,3L:21562309-21566623,FBgn0052438,Smc5,Smc5,326215
Timepoint 1 --> 5,3L,3L:21567231-21568974,FBgn0052441,CG32441,,40396
Timepoint 1 --> 5,3L,3L:21591958-21606453,FBgn0261953,AP-2,AP-2,40398
Timepoint 1 --> 5,3L,3L:21606893-21610464,FBgn0037105,S1P,S1P,40399
Timepoint 1 --> 5,3L,3L:21610738-21612973,FBgn0037106,CG11307,,40400
Timepoint 1 --> 5,3L,3L:21619366-21621416,FBgn0037108,CG11306,,40402
Timepoint 1 --> 5,3L,3L:21621425-21627556,FBgn0037109,MED1,Mediator complex subunit 1,40403
Timepoint 1 --> 5,3L,3L:21630047-21632160,FBgn0043783,CG32444,,40406
Timepoint 1 --> 5,3L,3L:21632459-21633810,FBgn0052445,CG32445,,261603
Timepoint 1 --> 5,3L,3L:21634142-21635699,FBgn0052446,Atox1,,326216
Timepoint 1 --> 5,3L,3L:21638060-21659405,FBgn0053291,CG33291,,2768995
Timepoint 1 --> 5,3L,3L:21651475-21652374,FBgn0053292,CG33292,,2768953
Timepoint 1 --> 5,3L,3L:21665239-21667618,FBgn0037115,CG11249,,40409
Timepoint 1 --> 5,3L,3L:21685902-21699447,FBgn0052447,CG32447,,40412
Timepoint 1 --> 5,3L,3L:21738459-21763634,FBgn0037130,Syn1,Syntrophin-like 1,40424
Timepoint 1 --> 5,3L,3L:21837888-21925419,FBgn0262737,mub,mushroom-body expressed,40436
Timepoint 1 --> 5,3L,3L:22129216-22235892,FBgn0037153,olf413,olf413,40453
Timepoint 1 --> 5,3L,3L:22250847-22255995,FBgn0028500,CG9063,,40456
Timepoint 1 --> 5,3L,3L:22260361-22266845,FBgn0004179,Csp,Cysteine string protein,40459
Timepoint 1 --> 5,3L,3L:22267109-22277435,FBgn0025702,srpk79D,serine-arginine protein kinase at 79D,40461
Timepoint 1 --> 5,3L,3L:22277454-22281299,FBgn0011771,Hem,HEM-protein,40462
Timepoint 1 --> 5,3L,3L:22281762-22285910,FBgn0027086,Aats-ile,Isoleucyl-tRNA synthetase,45785
Timepoint 1 --> 5,3L,3L:22286132-22400987,FBgn0004449,Ten-m,Tenascin major,40464
Timepoint 1 --> 5,3L,3L:22575147-22595828,FBgn0037171,CG14459,,40476
Timepoint 1 --> 5,3L,3L:22658400-22662628,FBgn0262951,CR43270,,NA
Timepoint 1 --> 5,3L,3L:22742544-22779797,FBgn0052451,SPoCk,Secretory Pathway Calcium atpase,40495
Timepoint 1 --> 5,3L,3L:22866800-22871864,FBgn0044324,Chro,Chromator,40508
Timepoint 1 --> 5,3L,3L:22874146-22886929,FBgn0037203,slif,slimfast,40510
Timepoint 1 --> 5,3L,3L:22903591-22916632,FBgn0037206,CG12768,,40513
Timepoint 1 --> 5,3L,3L:22991543-23031377,FBgn0262509,nrm,neuromusculin,40515
Timepoint 1 --> 5,3L,3L:23086736-23088569,FBgn0024733,RpL10,Ribosomal protein L10,43864
Timepoint 1 --> 5,3L,3L:23092680-23096562,FBgn0000258,CkIIalpha,Casein kinase II alpha subunit,48448
Timepoint 1 --> 5,3L,3L:23119131-23125309,FBgn0053217,CG33217,,2768951
Timepoint 1 --> 5,3L,3L:23199770-23277311,FBgn0037212,nAcRalpha-80B,nicotinic Acetylcholine Receptor alpha 80B,40521
Timepoint 1 --> 5,3L,3L:23311774-23331205,FBgn0010215,alpha-Cat,alpha Catenin,40517
Timepoint 1 --> 5,3L,3L:23547715-23682722,FBgn0250816,AGO3,Argonaute 3,3355150
Timepoint 1 --> 5,3L,3L:24067329-24292305,FBgn0011288,Snap25,Synapse protein 25,3355084
Timepoint 1 --> 5,3L,3L:24317967-24394755,FBgn0259697,nvd,neverland,5740633
Timepoint 1 --> 5,3L,3L:3515685-3610521,FBgn0005640,Eip63E,Ecdysone-induced protein 63E,38433
Timepoint 1 --> 5,3L,3L:5531511-5544257,FBgn0035612,CG10625,,38624
Timepoint 1 --> 5,3L,3L:5552570-5554697,FBgn0010894,sinu,sinuous,46187
Timepoint 1 --> 5,3L,3L:5560001-5570448,FBgn0015766,Msr-110,Msr-110,38629
Timepoint 1 --> 5,3L,3L:5990314-6019310,FBgn0052406,CG32406,,38677
Timepoint 1 --> 5,3L,3L:6053046-6054478,FBgn0035669,CG6592,,38687
Timepoint 1 --> 5,3L,3L:6167348-6171877,FBgn0035689,CG7376,,38715
Timepoint 1 --> 5,3L,3L:6178930-6182231,FBgn0022935,D19A,D19A,38718
Timepoint 1 --> 5,3L,3L:6196931-6211084,FBgn0002526,LanA,Laminin A,38723
Timepoint 1 --> 5,3L,3L:6393692-6479064,FBgn0261801,CG42747,,38731
Timepoint 1 --> 5,3L,3L:6543838-6585249,FBgn0042185,CG18769,,59223
Timepoint 1 --> 5,3L,3L:6556543-6582579,FBgn0052397,CG32397,,318008
Timepoint 1 --> 5,3L,3L:7243812-7257017,FBgn0035755,CG14830,,38800
Timepoint 1 --> 5,3L,3L:7261249-7278137,FBgn0035756,unc-13-4A,unc-13-4A,38801
Timepoint 1 --> 5,3L,3L:7581708-7584098,FBgn0035800,CG7716,,38852
Timepoint 1 --> 5,3L,3L:7643683-7752223,FBgn0052373,CG32373,,318000
Timepoint 1 --> 5,3L,3L:7753577-7756268,FBgn0001208,Hn,Henna,38871
Timepoint 1 --> 5,3L,3L:7770952-7802925,FBgn0052369,CG32369,,38873
Timepoint 1 --> 5,3L,3L:7805387-7860472,FBgn0016694,Pdp1,PAR-domain protein 1,45588
Timepoint 1 --> 5,3L,3L:7889209-7905051,FBgn0003041,pbl,pebble,38879
Timepoint 1 --> 5,3L,3L:7919125-7929063,FBgn0024187,syd,sunday driver,43905
Timepoint 1 --> 5,3L,3L:9624934-9672203,FBgn0016081,fry,furry,39122
Timepoint 1 --> 5,3L,3L:9676676-9689793,FBgn0036030,CG6767,,39132
Timepoint 1 --> 5,3L,3L:9678271-9679348,FBgn0036029,CG16719,,39131
Timepoint 1 --> 5,3R,3R:9991101-10040532,FBgn0011582,DopR,Dopamine receptor,41726
Timepoint 1 --> 5,3R,3R:10043858-10045927,FBgn0051326,CG31326,,41728
Timepoint 1 --> 5,3R,3R:10077212-10085708,FBgn0027083,Aats-met,Methionyl-tRNA synthetase,41733
Timepoint 1 --> 5,3R,3R:10114794-10127995,FBgn0038220,CG12207,,41738
Timepoint 1 --> 5,3R,3R:10155862-10198673,FBgn0024321,NK7.1,NK7.1,41747
Timepoint 1 --> 5,3R,3R:10184078-10187461,FBgn0051320,CG31320,,318680
Timepoint 1 --> 5,3R,3R:10197397-10197468,FBgn0086058,snoRNA:Me18S-G1189,,5740290
Timepoint 1 --> 5,3R,3R:10217402-10307410,FBgn0086901,cv-c,crossveinless c,41749
Timepoint 1 --> 5,3R,3R:998392-1043147,FBgn0259212,cno,canoe,40620
Timepoint 1 --> 5,3R,3R:10402941-10433804,FBgn0020299,stumps,stumps,41770
Timepoint 1 --> 5,3R,3R:10491559-10523057,FBgn0051314,Neu3,Neu3,3772109
Timepoint 1 --> 5,3R,3R:10524252-10549978,FBgn0262127,kibra,kibra ortholog,41783
Timepoint 1 --> 5,3R,3R:10575083-10588758,FBgn0038258,CG7362,,41787
Timepoint 1 --> 5,3R,3R:10567309-10621590,FBgn0262718,CG43162,,41788
Timepoint 1 --> 5,3R,3R:10629814-10679626,FBgn0053555,btsz,bitesize,3346167
Timepoint 1 --> 5,3R,3R:1082763-1094197,FBgn0086689,Hph,HIF prolyl hydroxylase,40633
Timepoint 1 --> 5,3R,3R:1084058-1088414,FBgn0037307,Tim17a2,Tim17a2,40632
Timepoint 1 --> 5,3R,3R:10906169-10921333,FBgn0038286,CG6966,,41816
Timepoint 1 --> 5,3R,3R:10921679-10957646,FBgn0261859,CG42788,,41817
Timepoint 1 --> 5,3R,3R:1096943-1176165,FBgn0013576,l(3)82Fd,l(3)82Fd,45467
Timepoint 1 --> 5,3R,3R:105906-128309,FBgn0041605,cpx,complexin,64877
Timepoint 1 --> 5,3R,3R:11600097-11603364,FBgn0038358,CG4525,,41905
Timepoint 1 --> 5,3R,3R:11619498-11627658,FBgn0262527,wah,waharan,41911
Timepoint 1 --> 5,3R,3R:11627997-11629375,FBgn0038365,CG9593,,41912
Timepoint 1 --> 5,3R,3R:11629974-11649840,FBgn0026616,alpha-Man-IIb,alpha-Man-IIb,41913
Timepoint 1 --> 5,3R,3R:11661770-11662819,FBgn0017567,ND23,NADH:ubiquinone reductase 23kD subunit precursor,44207
Timepoint 1 --> 5,3R,3R:11663159-11670138,FBgn0003483,spn-E,spindle E,41919
Timepoint 1 --> 5,3R,3R:11663868-11665193,FBgn0038371,Pbp45,PSEA-binding protein 45kD,41920
Timepoint 1 --> 5,3R,3R:11683801-11695774,FBgn0051183,CG31183,,41927
Timepoint 1 --> 5,3R,3R:11760822-11787847,FBgn0013334,Sap47,Synapse-associated protein 47kD,41938
Timepoint 1 --> 5,3R,3R:11791173-11793860,FBgn0038390,Rbf2,Retinoblastoma-family protein 2,41941
Timepoint 1 --> 5,3R,3R:11811923-11829803,FBgn0003507,srp,serpent,41944
Timepoint 1 --> 5,3R,3R:11894245-11924483,FBgn0026059,Mhcl,Myosin heavy chain-like,41955
Timepoint 1 --> 5,3R,3R:11911227-11912944,FBgn0038398,sxe2,sex-specific enzyme 2,41954
Timepoint 1 --> 5,3R,3R:11981040-11997488,FBgn0063649,CG6006,,41962
Timepoint 1 --> 5,3R,3R:11997731-12006200,FBgn0038404,CG8925,,41963
Timepoint 1 --> 5,3R,3R:12051371-12086024,FBgn0040071,tara,taranis,53562
Timepoint 1 --> 5,3R,3R:12094051-12098145,FBgn0261286,Mat89Ba,Maternal transcript 89Ba,41973
Timepoint 1 --> 5,3R,3R:12098176-12128443,FBgn0250823,gish,gilgamesh,49701
Timepoint 1 --> 5,3R,3R:12303093-12306794,FBgn0038436,Gyc-89Db,Guanylyl cyclase at 89Db,42002
Timepoint 1 --> 5,3R,3R:12328523-12397082,FBgn0259244,CG42342,,7354466
Timepoint 1 --> 5,3R,3R:12400265-12409382,FBgn0020907,Scp2,Sarcoplasmic calcium-binding protein 2,42015
Timepoint 1 --> 5,3R,3R:12450948-12465493,FBgn0262742,Fas1,Fasciclin 1,42025
Timepoint 1 --> 5,3R,3R:12482098-12560348,FBgn0003944,Ubx,Ultrabithorax,42034
Timepoint 1 --> 5,3R,3R:12567847-12598911,FBgn0020556,bxd,bithoraxoid,3772220
Timepoint 1 --> 5,3R,3R:14809747-14848160,FBgn0026239,gukh,GUK-holder,53563
Timepoint 1 --> 5,3R,3R:14865234-14869965,FBgn0038676,CG6026,,42287
Timepoint 1 --> 5,3R,3R:14870604-14920076,FBgn0004876,cdi,center divider,42289
Timepoint 1 --> 5,3R,3R:14966718-14973629,FBgn0261285,Ppcs,Phosphopantothenoylcysteine synthetase,42295
Timepoint 1 --> 5,3R,3R:15002722-15003708,FBgn0038685,CG14282,,42301
Timepoint 1 --> 5,3R,3R:15003807-15006044,FBgn0038686,CG5555,,42302
Timepoint 1 --> 5,3R,3R:15006383-15026820,FBgn0051475,CG31475,,42303
Timepoint 1 --> 5,3R,3R:15043466-15052373,FBgn0262468,vib,vibrator,42306
Timepoint 1 --> 5,3R,3R:15056486-15071852,FBgn0038693,unc79,,42310
Timepoint 1 --> 5,3R,3R:15128453-15151935,FBgn0000463,Dl,Delta,42313
Timepoint 1 --> 5,3R,3R:15194717-15228870,FBgn0086613,Ino80,Ino80,42314
Timepoint 1 --> 5,3R,3R:15213581-15215599,FBgn0038700,CG3734,,42318
Timepoint 1 --> 5,3R,3R:15238416-15286033,FBgn0051221,CG31221,,42325
Timepoint 1 --> 5,3R,3R:15249479-15250921,FBgn0038706,CG3517,,42324
Timepoint 1 --> 5,3R,3R:15286810-15421117,FBgn0260003,Dys,Dystrophin,42327
Timepoint 1 --> 5,3R,3R:16685904-16691951,FBgn0038837,CG3822,,42473
Timepoint 1 --> 5,3R,3R:16774436-16801022,FBgn0002921,Atpalpha,Na pump alpha subunit,48971
Timepoint 1 --> 5,3R,3R:17374375-17383004,FBgn0002941,slou,slouch,42547
Timepoint 1 --> 5,3R,3R:17398221-17445043,FBgn0013984,InR,Insulin-like receptor,42549
Timepoint 1 --> 5,3R,3R:17498018-17545380,FBgn0051176,CG31176,,42554
Timepoint 1 --> 5,3R,3R:17555224-17555617,FBgn0262542,CR43096,,NA
Timepoint 1 --> 5,3R,3R:17564067-17564832,FBgn0054034,CG34034,,3885584
Timepoint 1 --> 5,3R,3R:17565827-17570153,FBgn0038897,CG5849,,42556
Timepoint 1 --> 5,3R,3R:17575575-17578959,FBgn0051233,CG31233,,42557
Timepoint 1 --> 5,3R,3R:17584496-17595023,FBgn0259237,CG42335,,42558
Timepoint 1 --> 5,3R,3R:17603836-17608256,FBgn0003867,tsl,torso-like,42564
Timepoint 1 --> 5,3R,3R:17611484-17648364,FBgn0013759,CASK,CASK ortholog,42567
Timepoint 1 --> 5,3R,3R:17676627-17681984,FBgn0015229,glec,gliolectin,42571
Timepoint 1 --> 5,3R,3R:17701015-17703510,FBgn0038912,CG6656,,42576
Timepoint 1 --> 5,3R,3R:17712763-17732904,FBgn0038917,CG6678,,42581
Timepoint 1 --> 5,3R,3R:17774836-17837910,FBgn0013948,Eip93F,Eip93F,44936
Timepoint 1 --> 5,3R,3R:17851697-17853198,FBgn0038925,Cchl,Cytochrome c heme lyase,42590
Timepoint 1 --> 5,3R,3R:17860020-17864114,FBgn0025140,pit,pitchoune,42595
Timepoint 1 --> 5,3R,3R:17945783-17959089,FBgn0259736,CG42390,,42600
Timepoint 1 --> 5,3R,3R:17959557-18121848,FBgn0051163,SKIP,Shal K[+] channel interacting protein,42601
Timepoint 1 --> 5,3R,3R:18492483-18508401,FBgn0039000,CG6954,,42676
Timepoint 1 --> 5,3R,3R:18520749-18523712,FBgn0039005,CG6969,,42681
Timepoint 1 --> 5,3R,3R:18526304-18527806,FBgn0039007,Ccap,Cardioacceleratory peptide,42683
Timepoint 1 --> 5,3R,3R:18537264-18546277,FBgn0051151,wge,winged eye,42687
Timepoint 1 --> 5,3R,3R:18576614-18602096,FBgn0039025,CG7023,,42702
Timepoint 1 --> 5,3R,3R:18576614-18619752,FBgn0039026,CG7029,,42703
Timepoint 1 --> 5,3R,3R:18587162-18589433,FBgn0039023,CG4723,,42700
Timepoint 1 --> 5,3R,3R:18589682-18591891,FBgn0039024,CG4721,,42701
Timepoint 1 --> 5,3R,3R:18725024-18787456,FBgn0017590,klg,klingon,42707
Timepoint 1 --> 5,3R,3R:19719889-19748695,FBgn0016754,sba,six-banded,42824
Timepoint 1 --> 5,3R,3R:19824162-19857532,FBgn0020647,KrT95D,Krueppel target at 95D,42843
Timepoint 1 --> 5,3R,3R:19935089-19935732,FBgn0039149,CG18428,,42857
Timepoint 1 --> 5,3R,3R:19939317-19953915,FBgn0039152,CG6129,,42860
Timepoint 1 --> 5,3R,3R:19967117-19973212,FBgn0039155,kal-1,kal-1,42865
Timepoint 1 --> 5,3R,3R:19980549-19987217,FBgn0039157,Myo95E,Myosin 95E,2768680
Timepoint 1 --> 5,3R,3R:2104253-2108217,FBgn0037419,Osi12,Osiris 12,40766
Timepoint 1 --> 5,3R,3R:21341842-21431482,FBgn0011666,msi,musashi,43087
Timepoint 1 --> 5,3R,3R:21417222-21434849,FBgn0261287,ymp,yellow-emperor,43088
Timepoint 1 --> 5,3R,3R:2141020-2153033,FBgn0037427,Osi17,Osiris 17,40774
Timepoint 1 --> 5,3R,3R:21524488-21566187,FBgn0051092,LpR2,Lipophorin receptor 2,43105
Timepoint 1 --> 5,3R,3R:21749221-21781992,FBgn0039396,CcapR,Cardioacceleratory peptide receptor,2768688
Timepoint 1 --> 5,3R,3R:21787716-21792670,FBgn0000206,boss,bride of sevenless,43146
Timepoint 1 --> 5,3R,3R:2187383-2194010,FBgn0261641,CG42724,,326252
Timepoint 1 --> 5,3R,3R:2200197-2203070,FBgn0260766,CG42564,,40788
Timepoint 1 --> 5,3R,3R:2232579-2273729,FBgn0261972,gpp,grappa,40793
Timepoint 1 --> 5,3R,3R:2277275-2282165,FBgn0037445,CG9727,,40794
Timepoint 1 --> 5,3R,3R:2304052-2320747,FBgn0037448,CG15186,,40797
Timepoint 1 --> 5,3R,3R:23466512-23482532,FBgn0051057,tau,tau,326116
Timepoint 1 --> 5,3R,3R:23478558-23479085,FBgn0027494,RpS10a,Ribosomal protein S10a,43321
Timepoint 1 --> 5,3R,3R:23593688-23731565,FBgn0085382,CG34353,,5740590
Timepoint 1 --> 5,3R,3R:2356021-2419052,FBgn0053202,dpr11,dpr11,40800
Timepoint 1 --> 5,3R,3R:23742631-23743970,FBgn0039555,mRpS22,mitochondrial ribosomal protein S22,43345
Timepoint 1 --> 5,3R,3R:23743904-23745195,FBgn0053213,CG33213,,338395
Timepoint 1 --> 5,3R,3R:23745566-23746811,FBgn0039557,CG12259,,43347
Timepoint 1 --> 5,3R,3R:23750915-23758695,FBgn0027579,CG5508,,43350
Timepoint 1 --> 5,3R,3R:23758704-23763571,FBgn0039559,Mes-4,Mes-4,43351
Timepoint 1 --> 5,3R,3R:23783106-23784307,FBgn0039565,CG4884,,43357
Timepoint 1 --> 5,3R,3R:23789138-23792680,FBgn0039566,CG4849,,43358
Timepoint 1 --> 5,3R,3R:23792730-23814089,FBgn0003890,betaTub97EF,beta-Tubulin at 97EF,43359
